,neighbourhood,latitude,longitude,room_type,price
452,Frederiksberg,55.67379,12.54837,Entire home/apt,598
453,Nrrebro,55.68981,12.55449,Private room,502
454,Nrrebro,55.69226999999999,12.55708,Entire home/apt,699
455,Frederiksberg,55.68715,12.53676,Private room,265
456,Amager Vest,55.65686,12.60642,Entire home/apt,1351
457,Indre By,55.6856,12.5682,Entire home/apt,971
458,Indre By,55.68872,12.57004,Entire home/apt,747
459,Amager Vest,55.66715,12.58081,Private room,401
460,Nrrebro,55.68865,12.54334,Entire home/apt,598
461,Amager st,55.66165,12.60514,Entire home/apt,502
462,sterbro,55.70695,12.58272,Entire home/apt,598
463,Vanlse,55.69365,12.47458,Entire home/apt,801
464,Indre By,55.68511,12.58675,Entire home/apt,849
465,Frederiksberg,55.68487,12.55188,Private room,577
466,Bispebjerg,55.71227,12.5453,Entire home/apt,475
467,Amager Vest,55.66011,12.58914,Entire home/apt,747
468,Frederiksberg,55.67295,12.53208,Entire home/apt,998
469,sterbro,55.70828,12.58286,Entire home/apt,699
470,Frederiksberg,55.67896,12.53092,Entire home/apt,801
471,sterbro,55.73129,12.56383,Private room,448
472,sterbro,55.7107,12.55805,Entire home/apt,1602
473,Amager st,55.65789,12.61297,Entire home/apt,598
474,Brnshj-Husum,55.70589,12.50078,Entire home/apt,747
475,Vesterbro-Kongens Enghave,55.67222,12.54857,Entire home/apt,747
476,Indre By,55.67685,12.58813,Entire home/apt,4502
477,Indre By,55.67634,12.5752,Entire home/apt,1501
478,Brnshj-Husum,55.70486999999999,12.46768,Entire home/apt,998
479,Vesterbro-Kongens Enghave,55.67207,12.54966,Entire home/apt,1243
480,Amager st,55.65814,12.61667,Entire home/apt,693
481,Frederiksberg,55.67174,12.54257,Entire home/apt,611
482,Nrrebro,55.68589,12.55777,Private room,387
483,Frederiksberg,55.69316,12.53385,Entire home/apt,693
484,sterbro,55.707,12.58825,Entire home/apt,550
485,Nrrebro,55.69059,12.56447,Entire home/apt,1202
486,Nrrebro,55.68702,12.55795,Entire home/apt,1297
487,Vesterbro-Kongens Enghave,55.64679,12.54814,Entire home/apt,1297
488,Amager st,55.66633,12.60932,Entire home/apt,822
489,Indre By,55.69069,12.57577,Private room,489
490,Vesterbro-Kongens Enghave,55.66586,12.55417,Entire home/apt,896
491,Nrrebro,55.69134,12.5583,Entire home/apt,747
492,Nrrebro,55.68707,12.54309,Entire home/apt,849
493,Amager st,55.66614000000001,12.61247,Entire home/apt,978
494,Indre By,55.68009,12.57909,Entire home/apt,1052
495,Nrrebro,55.68932,12.56295,Entire home/apt,1052
496,Amager Vest,55.63527,12.58917,Entire home/apt,598
497,Amager st,55.64984000000001,12.62593,Entire home/apt,849
498,Vesterbro-Kongens Enghave,55.665380000000006,12.54683,Entire home/apt,550
499,Vesterbro-Kongens Enghave,55.66915,12.55602,Entire home/apt,299
500,Nrrebro,55.69199,12.5516,Entire home/apt,428
501,Amager st,55.66696999999999,12.61778,Private room,1052
502,Amager Vest,55.6659,12.58548,Entire home/apt,1202
503,Vesterbro-Kongens Enghave,55.66867,12.55651,Entire home/apt,598
504,Amager Vest,55.63396,12.5745,Entire home/apt,672
505,Indre By,55.67602,12.56473,Entire home/apt,3999
506,Nrrebro,55.69242,12.54986,Entire home/apt,598
507,Valby,55.66367,12.49868,Entire home/apt,998
508,Vesterbro-Kongens Enghave,55.66999000000001,12.54434,Entire home/apt,801
509,Frederiksberg,55.68796,12.51139,Entire home/apt,1249
510,Amager Vest,55.66789,12.59689,Private room,299
511,Indre By,55.68165,12.56308,Private room,428
512,Indre By,55.69066,12.57651,Entire home/apt,903
513,Nrrebro,55.69301,12.56629,Entire home/apt,652
514,Nrrebro,55.6834,12.55584,Entire home/apt,896
515,Indre By,55.69408000000001,12.57582,Entire home/apt,1453
516,Vesterbro-Kongens Enghave,55.67077,12.54379,Entire home/apt,1297
517,Indre By,55.68397,12.56343,Entire home/apt,1046
518,Nrrebro,55.6881,12.54617,Entire home/apt,747
519,Indre By,55.68706,12.58903,Entire home/apt,951
520,Valby,55.66143,12.50301,Entire home/apt,502
521,Indre By,55.67122,12.59291,Entire home/apt,672
522,Amager Vest,55.66485,12.59417,Private room,699
523,Frederiksberg,55.6799,12.54979,Entire home/apt,985
524,Frederiksberg,55.6816,12.5497,Private room,482
525,Vesterbro-Kongens Enghave,55.66541,12.54515,Entire home/apt,652
526,Indre By,55.68943,12.58472,Entire home/apt,1399
527,Frederiksberg,55.67622,12.51058,Entire home/apt,1297
528,Indre By,55.67487,12.59709,Entire home/apt,1195
529,Frederiksberg,55.67301,12.54108,Entire home/apt,801
530,Amager st,55.66461,12.6108,Entire home/apt,876
531,Nrrebro,55.69716999999999,12.54779,Entire home/apt,747
532,Nrrebro,55.69886999999999,12.55542,Entire home/apt,747
533,Valby,55.67449000000001,12.48703,Private room,652
534,Valby,55.67443000000001,12.4869,Private room,699
535,Valby,55.67254000000001,12.48694,Private room,598
536,Frederiksberg,55.67972,12.54354,Entire home/apt,1148
537,Nrrebro,55.6871,12.56071,Entire home/apt,648
538,Nrrebro,55.68969,12.54642,Entire home/apt,577
539,Amager Vest,55.634130000000006,12.57716,Private room,360
540,Indre By,55.68143000000001,12.56114,Entire home/apt,1195
541,Bispebjerg,55.70696,12.52454,Entire home/apt,1099
542,sterbro,55.70008000000001,12.58616,Entire home/apt,448
543,sterbro,55.70287,12.57766,Entire home/apt,1698
544,Indre By,55.68144,12.56187,Entire home/apt,901
545,Nrrebro,55.69536,12.54489,Entire home/apt,713
546,Indre By,55.68279,12.57309,Entire home/apt,903
547,Indre By,55.67856999999999,12.58808,Entire home/apt,1010
548,Valby,55.66552,12.52108,Entire home/apt,801
549,Nrrebro,55.69872,12.5505,Entire home/apt,1399
550,Amager st,55.6584,12.62279,Entire home/apt,937
551,Indre By,55.69042,12.5765,Entire home/apt,1799
552,Nrrebro,55.6962,12.54542,Entire home/apt,1460
553,Nrrebro,55.69300000000001,12.5542,Entire home/apt,1086
554,Indre By,55.69628,12.57772,Entire home/apt,1501
555,Vanlse,55.68587,12.48767,Private room,448
556,Amager Vest,55.66016,12.58577,Entire home/apt,448
557,Indre By,55.69511,12.57899,Entire home/apt,849
558,Nrrebro,55.70016,12.54569,Private room,348
559,Indre By,55.68956,12.57143,Entire home/apt,998
560,Vesterbro-Kongens Enghave,55.6711,12.55425,Entire home/apt,648
561,Frederiksberg,55.68077,12.5471,Entire home/apt,600
562,Vesterbro-Kongens Enghave,55.66882,12.54821,Entire home/apt,998
563,Indre By,55.68701,12.61418,Entire home/apt,2003
564,Amager st,55.67921,12.62833,Entire home/apt,530
565,sterbro,55.7155,12.57325,Entire home/apt,546
566,Vesterbro-Kongens Enghave,55.67188,12.55563,Private room,394
567,Frederiksberg,55.6834,12.53392,Entire home/apt,996
568,Vesterbro-Kongens Enghave,55.66715,12.55053,Entire home/apt,1385
569,Bispebjerg,55.70126,12.52511,Entire home/apt,1297
570,Nrrebro,55.70259,12.54407,Entire home/apt,300
571,Nrrebro,55.69906,12.5383,Entire home/apt,801
572,Vesterbro-Kongens Enghave,55.67064,12.54283,Entire home/apt,1202
573,Indre By,55.68225,12.58368,Entire home/apt,1793
574,Indre By,55.68105,12.56841,Entire home/apt,1141
575,Frederiksberg,55.67854000000001,12.54877,Entire home/apt,798
576,Frederiksberg,55.67971,12.55625,Entire home/apt,1148
577,Nrrebro,55.69527,12.54673,Entire home/apt,648
578,Nrrebro,55.69704,12.55008,Entire home/apt,600
579,Amager Vest,55.66763,12.5774,Entire home/apt,1399
580,Frederiksberg,55.67487,12.54104,Private room,502
581,Frederiksberg,55.68563,12.52782,Entire home/apt,703
582,Vesterbro-Kongens Enghave,55.66027,12.54517,Private room,448
583,Nrrebro,55.69586999999999,12.54479,Entire home/apt,652
584,Vesterbro-Kongens Enghave,55.66774,12.5513,Entire home/apt,798
585,Vesterbro-Kongens Enghave,55.66741,12.55699,Entire home/apt,1602
586,Brnshj-Husum,55.70349,12.48563,Entire home/apt,998
587,sterbro,55.728530000000006,12.56935,Entire home/apt,1195
588,Nrrebro,55.69505,12.54078,Entire home/apt,416
589,Nrrebro,55.69198000000001,12.56094,Private room,428
590,Nrrebro,55.69188000000001,12.55936,Private room,471
591,Nrrebro,55.69204000000001,12.55928,Private room,496
592,Amager st,55.65886,12.63445,Entire home/apt,998
593,Frederiksberg,55.68634,12.5039,Entire home/apt,1052
594,Vesterbro-Kongens Enghave,55.67129,12.54625,Entire home/apt,1901
595,Frederiksberg,55.67522,12.54797,Entire home/apt,1976
596,Indre By,55.67688,12.57131,Entire home/apt,890
597,Frederiksberg,55.685080000000006,12.53029,Entire home/apt,730
598,Amager Vest,55.6642,12.59789,Entire home/apt,2173
599,Nrrebro,55.69216,12.54511,Entire home/apt,1202
600,Vesterbro-Kongens Enghave,55.6455,12.55209,Private room,489
601,Amager st,55.6638,12.60401,Entire home/apt,788
602,Frederiksberg,55.68971,12.5328,Entire home/apt,751
603,Nrrebro,55.69956,12.53979,Entire home/apt,894
604,Brnshj-Husum,55.7076,12.47984,Entire home/apt,1399
605,sterbro,55.70521,12.57208,Entire home/apt,747
606,sterbro,55.71594,12.57648,Entire home/apt,910
607,Vesterbro-Kongens Enghave,55.66706,12.55566,Entire home/apt,751
608,Nrrebro,55.70321,12.54016,Entire home/apt,1148
609,Vesterbro-Kongens Enghave,55.64929,12.52937,Entire home/apt,628
610,Indre By,55.67113000000001,12.59296,Entire home/apt,2003
611,Vesterbro-Kongens Enghave,55.667,12.55161,Entire home/apt,1025
612,Frederiksberg,55.67975,12.54561,Entire home/apt,1344
613,Frederiksberg,55.67326,12.54659,Entire home/apt,1195
614,Nrrebro,55.69248,12.53562,Entire home/apt,751
615,Valby,55.65163,12.52232,Entire home/apt,1119
616,Frederiksberg,55.69364,12.53498,Entire home/apt,594
617,sterbro,55.70736,12.58247,Entire home/apt,801
618,Nrrebro,55.68475,12.55411,Entire home/apt,896
619,Amager st,55.65541999999999,12.61275,Entire home/apt,747
620,Indre By,55.678,12.57092,Private room,564
621,Vanlse,55.69022,12.50412,Private room,553
622,Indre By,55.68055,12.56217,Entire home/apt,1105
623,Vesterbro-Kongens Enghave,55.67119,12.54382,Entire home/apt,580
624,Amager Vest,55.66431,12.5779,Entire home/apt,1086
625,Nrrebro,55.69394000000001,12.54782,Entire home/apt,801
626,Nrrebro,55.70379000000001,12.54048,Private room,498
627,Indre By,55.68894,12.5722,Entire home/apt,1344
628,Nrrebro,55.69189,12.54393,Entire home/apt,896
629,Indre By,55.68669000000001,12.56633,Entire home/apt,1046
630,Amager Vest,55.63516,12.58145,Entire home/apt,876
631,Valby,55.64656,12.50156,Entire home/apt,598
632,Indre By,55.68496,12.56267,Entire home/apt,1602
633,Vesterbro-Kongens Enghave,55.66307,12.54189,Entire home/apt,971
634,Indre By,55.69004,12.58452,Entire home/apt,903
635,Nrrebro,55.70213,12.54863,Entire home/apt,703
636,Nrrebro,55.69954,12.54631,Entire home/apt,747
637,sterbro,55.70184,12.58344,Entire home/apt,1019
638,Nrrebro,55.6837,12.5564,Entire home/apt,652
639,Valby,55.65259,12.52131,Private room,334
640,Amager Vest,55.66555,12.59403,Private room,299
641,Nrrebro,55.69326,12.55394,Entire home/apt,665
642,Frederiksberg,55.67421,12.53195,Entire home/apt,815
643,sterbro,55.7188,12.58029,Entire home/apt,2499
644,Vesterbro-Kongens Enghave,55.66875,12.54665,Entire home/apt,978
645,Indre By,55.69138,12.57379,Entire home/apt,2003
646,Indre By,55.68495,12.56673,Entire home/apt,998
647,Indre By,55.68546,12.59465,Entire home/apt,5011
648,Valby,55.66265,12.49554,Entire home/apt,1202
649,Indre By,55.67932,12.56099,Private room,496
650,sterbro,55.70117,12.57884,Entire home/apt,1100
651,Amager st,55.66098,12.62163,Entire home/apt,1392
652,Frederiksberg,55.68472,12.5405,Entire home/apt,1188
653,Vanlse,55.69999,12.51865,Entire home/apt,362
654,Frederiksberg,55.67811,12.5534,Entire home/apt,648
655,sterbro,55.70913,12.57266,Entire home/apt,1338
656,Amager Vest,55.64899000000001,12.60996,Entire home/apt,1501
657,Brnshj-Husum,55.70141,12.49395,Entire home/apt,903
658,Frederiksberg,55.67775,12.53838,Entire home/apt,849
659,Vesterbro-Kongens Enghave,55.66864,12.54444,Entire home/apt,1311
660,sterbro,55.71058000000001,12.55851,Entire home/apt,1154
661,Indre By,55.68572,12.58473,Entire home/apt,1849
662,Amager st,55.65767,12.61845,Entire home/apt,1494
663,Amager Vest,55.63368000000001,12.57835,Entire home/apt,689
664,Nrrebro,55.68966999999999,12.55871,Entire home/apt,998
665,Vesterbro-Kongens Enghave,55.66515,12.54953,Entire home/apt,1100
666,Amager st,55.6568,12.62999,Entire home/apt,598
667,Indre By,55.67989,12.57535,Entire home/apt,1202
668,Vesterbro-Kongens Enghave,55.668,12.55035,Entire home/apt,1003
669,Nrrebro,55.68485,12.55627,Entire home/apt,801
670,Bispebjerg,55.70814,12.53219,Private room,252
671,Vesterbro-Kongens Enghave,55.66372,12.54667,Entire home/apt,591
672,Vesterbro-Kongens Enghave,55.66609,12.54114,Entire home/apt,669
673,Vesterbro-Kongens Enghave,55.67112,12.54563,Entire home/apt,1351
674,Nrrebro,55.69798,12.54371,Entire home/apt,652
675,Nrrebro,55.69974000000001,12.54728,Entire home/apt,1148
676,sterbro,55.70661,12.56755,Entire home/apt,1229
677,Nrrebro,55.69631999999999,12.55473,Entire home/apt,991
678,Nrrebro,55.68614,12.55269,Entire home/apt,998
679,Nrrebro,55.68938000000001,12.54477,Entire home/apt,998
680,Vesterbro-Kongens Enghave,55.64497,12.55299,Entire home/apt,1051
681,sterbro,55.70379000000001,12.57875,Entire home/apt,767
682,Indre By,55.67657,12.5688,Private room,396
683,Vesterbro-Kongens Enghave,55.64799,12.54728,Entire home/apt,998
684,sterbro,55.70891,12.58335,Entire home/apt,652
685,Vesterbro-Kongens Enghave,55.66818000000001,12.54926,Private room,699
686,Vesterbro-Kongens Enghave,55.666,12.55724,Entire home/apt,703
687,Amager st,55.66343000000001,12.60349,Entire home/apt,696
688,Valby,55.6613,12.5186,Entire home/apt,699
689,Nrrebro,55.70074,12.54877,Entire home/apt,600
690,Indre By,55.68403000000001,12.5716,Entire home/apt,849
691,Amager Vest,55.66759,12.57712,Entire home/apt,798
692,Nrrebro,55.70176,12.54211,Entire home/apt,652
693,Amager st,55.65846,12.62208,Entire home/apt,1201
694,Vesterbro-Kongens Enghave,55.64552,12.53493,Entire home/apt,771
695,sterbro,55.70558000000001,12.58734,Entire home/apt,652
696,Frederiksberg,55.67833,12.53672,Entire home/apt,1399
697,Nrrebro,55.70056999999999,12.54638,Entire home/apt,887
698,sterbro,55.70805,12.59831,Entire home/apt,1148
699,Amager st,55.66526,12.6211,Entire home/apt,648
700,Nrrebro,55.68824,12.55659,Entire home/apt,598
701,Amager Vest,55.64717,12.59268,Entire home/apt,801
702,Valby,55.66574,12.52465,Entire home/apt,1747
703,Amager st,55.6532,12.63792,Entire home/apt,1888
704,Nrrebro,55.69251,12.54575,Entire home/apt,903
705,Vesterbro-Kongens Enghave,55.64556,12.55207,Entire home/apt,798
706,Vesterbro-Kongens Enghave,55.66914000000001,12.54815,Private room,502
707,Amager Vest,55.63992,12.60916,Entire home/apt,853
708,Bispebjerg,55.70492,12.53267,Entire home/apt,550
709,Valby,55.65827,12.51699,Entire home/apt,489
710,Nrrebro,55.69213000000001,12.56395,Entire home/apt,1249
711,Frederiksberg,55.67827,12.51517,Entire home/apt,1202
712,Nrrebro,55.70074,12.54534,Entire home/apt,798
713,Nrrebro,55.689780000000006,12.56167,Entire home/apt,584
714,Frederiksberg,55.67679,12.55013,Entire home/apt,1202
715,Indre By,55.69297,12.57518,Entire home/apt,1602
716,sterbro,55.71303,12.56866,Entire home/apt,652
717,Indre By,55.67929,12.56838,Entire home/apt,1153
718,Nrrebro,55.69579,12.54403,Entire home/apt,703
719,Nrrebro,55.69201999999999,12.55883,Entire home/apt,747
720,Nrrebro,55.69006,12.55373,Entire home/apt,873
721,Nrrebro,55.69618000000001,12.55679,Entire home/apt,401
722,Frederiksberg,55.67664,12.53952,Entire home/apt,798
723,Indre By,55.67851,12.56784,Entire home/apt,1698
724,Nrrebro,55.70296999999999,12.54912,Entire home/apt,553
725,Vesterbro-Kongens Enghave,55.65955,12.55931,Entire home/apt,1052
726,Amager st,55.66415,12.60187,Entire home/apt,577
727,Vesterbro-Kongens Enghave,55.65006,12.54837,Private room,348
728,Vanlse,55.68937,12.47161,Entire home/apt,652
729,Nrrebro,55.69609000000001,12.54283,Entire home/apt,648
730,Vanlse,55.69624,12.52379,Entire home/apt,998
731,Frederiksberg,55.67484,12.55171,Entire home/apt,949
732,Nrrebro,55.687,12.54722,Entire home/apt,1602
733,sterbro,55.70136,12.58424,Entire home/apt,849
734,Nrrebro,55.69347,12.53924,Entire home/apt,496
735,Amager Vest,55.63469,12.58735,Private room,401
736,Vesterbro-Kongens Enghave,55.64327,12.53125,Entire home/apt,903
737,Nrrebro,55.69828,12.5385,Entire home/apt,652
738,Frederiksberg,55.67084000000001,12.53396,Entire home/apt,822
739,Frederiksberg,55.67227,12.54451,Entire home/apt,747
740,Nrrebro,55.70145,12.54451,Entire home/apt,550
741,Indre By,55.69536,12.58105,Entire home/apt,672
742,sterbro,55.70123,12.58198,Entire home/apt,1365
743,Indre By,55.68645,12.5887,Entire home/apt,699
744,Indre By,55.69199,12.5757,Entire home/apt,1915
745,Indre By,55.69741,12.57905,Entire home/apt,1100
746,Bispebjerg,55.71273000000001,12.51715,Entire home/apt,1052
747,Vesterbro-Kongens Enghave,55.66235,12.54081,Entire home/apt,951
748,Nrrebro,55.69219,12.54421,Entire home/apt,598
749,Nrrebro,55.68914,12.56256,Private room,502
750,Indre By,55.69144,12.57704,Private room,598
751,Vesterbro-Kongens Enghave,55.66186999999999,12.5588,Entire home/apt,801
752,Frederiksberg,55.68424,12.55405,Entire home/apt,896
753,Valby,55.66369,12.5144,Entire home/apt,598
754,sterbro,55.70863000000001,12.57395,Entire home/apt,550
755,Indre By,55.67705,12.57569,Entire home/apt,1100
756,Nrrebro,55.69158,12.55711,Entire home/apt,550
757,Amager st,55.65578000000001,12.62508,Entire home/apt,1100
758,Vesterbro-Kongens Enghave,55.67177,12.54953,Entire home/apt,1141
759,Indre By,55.68734,12.58617,Entire home/apt,998
760,Indre By,55.68431999999999,12.57463,Private room,747
761,Nrrebro,55.69313,12.54384,Entire home/apt,699
762,Frederiksberg,55.68099,12.55008,Entire home/apt,1494
763,Nrrebro,55.70034,12.54204,Entire home/apt,2071
764,Nrrebro,55.69759000000001,12.55036,Entire home/apt,373
765,Vesterbro-Kongens Enghave,55.67213,12.5506,Entire home/apt,1141
766,Indre By,55.69134,12.57855,Entire home/apt,1344
767,Nrrebro,55.69325,12.55068,Entire home/apt,1052
768,Nrrebro,55.688,12.56045,Entire home/apt,1100
769,Nrrebro,55.69898000000001,12.54344,Entire home/apt,448
770,Frederiksberg,55.68308,12.5535,Entire home/apt,801
771,Frederiksberg,55.68422,12.55369,Entire home/apt,903
772,Amager Vest,55.66373000000001,12.57709,Entire home/apt,652
773,Nrrebro,55.69197,12.539,Entire home/apt,1120
774,Indre By,55.66976999999999,12.58957,Entire home/apt,699
775,Vesterbro-Kongens Enghave,55.64544,12.55133,Entire home/apt,1602
776,Nrrebro,55.69768000000001,12.54621,Entire home/apt,502
777,Amager Vest,55.65875,12.60344,Entire home/apt,299
778,Amager Vest,55.61791,12.57116,Entire home/apt,1188
779,sterbro,55.7033,12.58637,Entire home/apt,713
780,Frederiksberg,55.67473,12.51388,Entire home/apt,1141
781,Amager Vest,55.66217,12.57836,Private room,801
782,Indre By,55.68579,12.61343,Entire home/apt,1297
783,Vesterbro-Kongens Enghave,55.66457,12.54677,Entire home/apt,1086
784,Indre By,55.6678,12.57327,Entire home/apt,849
785,Valby,55.6654,12.51793,Private room,1100
786,Amager Vest,55.64214000000001,12.55266,Entire home/apt,1202
787,Vesterbro-Kongens Enghave,55.66561,12.54945,Entire home/apt,394
788,Vesterbro-Kongens Enghave,55.67119,12.54952,Entire home/apt,699
789,Nrrebro,55.69071,12.55821,Entire home/apt,1501
790,Amager Vest,55.65065,12.61161,Entire home/apt,1100
791,sterbro,55.698,12.58297,Entire home/apt,1501
792,Amager st,55.64584,12.61572,Entire home/apt,1039
793,Valby,55.65636,12.5124,Entire home/apt,747
794,Frederiksberg,55.68509,12.51286,Entire home/apt,740
795,Vesterbro-Kongens Enghave,55.67081,12.54716,Entire home/apt,1100
796,sterbro,55.709,12.57944,Entire home/apt,448
797,Amager Vest,55.66452,12.57946,Entire home/apt,598
798,Vesterbro-Kongens Enghave,55.66846,12.55285,Entire home/apt,890
799,Nrrebro,55.69031999999999,12.54369,Entire home/apt,448
800,Vesterbro-Kongens Enghave,55.66878000000001,12.53629,Entire home/apt,1691
