,latitude,longitude,price,neighbourhood_Amager Vest,neighbourhood_Amager st,neighbourhood_Bispebjerg,neighbourhood_Brnshj-Husum,neighbourhood_Frederiksberg,neighbourhood_Indre By,neighbourhood_Nrrebro,neighbourhood_Valby,neighbourhood_Vanlse,neighbourhood_Vesterbro-Kongens Enghave,neighbourhood_sterbro,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
265,55.68564,12.55868,801,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
266,55.663869999999996,12.507610000000001,380,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
267,55.66506999999999,12.54842,747,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
268,55.678219999999996,12.54624,1419,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
269,55.68379,12.56782,1181,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
270,55.66863000000001,12.54604,1005,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
271,55.69259,12.56637,1100,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
272,55.688230000000004,12.59057,1392,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
273,55.693540000000006,12.52408,998,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
274,55.669419999999995,12.5476,747,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
275,55.6619,12.57278,1100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,55.693090000000005,12.5591,998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
277,55.69067,12.57576,1311,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
278,55.69651999999999,12.54697,903,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
279,55.684219999999996,12.54729,998,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
280,55.686319999999995,12.54828,699,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
281,55.66305,12.57474,1073,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,55.69778,12.547039999999999,944,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
283,55.65911,12.54247,367,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
284,55.663380000000004,12.55001,747,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
